"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"pagador";18,523;-1,102;-0,455;-0,115;-2,631
"oneroso";8,46;0,175;-1,701;0,001;-1,879
"omissao_inconstitucional";-1,344;50,893;-2,722;-1,92;-3,007
"nr";15,063;0,887;-2,722;-0,241;-3,007
"negocio";-1,344;16,305;-2,722;1,69;-3,007
"negociacao";15,063;-0,008;-2,722;0,164;-3,007
"mtur";23,904;-1,259;-2,722;-1,92;-0,021
"metodo";34,777;-1,259;-0,701;-1,92;-3,007
"manto";-1,344;25,704;-0,001;-1,92;-3,007
"locaticio";0,129;0,175;-1,701;-1,2;2,693
"literalidade";-1,344;-1,259;-0,001;-1,92;9,172
"largo";6,19;1,992;-2,042;-0,028;-2,255
"judicializacao";13,336;-0,944;-2,042;-0,028;-0,342
"jan";-1,008;-0,944;-2,042;25,022;-2,255
"irrupcao";-0,023;37,233;-2,722;-1,92;-3,007
"ira";3,478;-0,008;-2,722;4,82;-3,007
"investidor";0,876;7,198;-1,021;-0,72;-1,127
"inves";8,254;9,036;-2,722;-1,92;-3,007
"intransponivel";-0,023;-1,259;5,825;-1,92;-0,021
"interinstitucional";23,904;-0,008;-0,701;-1,92;-3,007
"intempestivo";-1,344;-1,259;-0,001;1,69;0,419
"insuperavel";-0,023;-0,008;5,825;-1,92;-0,884
"inexigibilidade";1,147;-1,102;-2,382;-0,115;3,141
"inerte";-1,344;-1,259;-2,722;9,552;0,419
"inedito";-1,176;-1,102;-2,382;0,382;6,868
"induzir";-0,023;-0,008;-0,701;1,69;-0,021
"indicativo";-0,023;3,896;-2,722;0,164;-0,021
"incursao";-1,176;31,022;-2,382;-1,68;-0,598
"incongruencia";-1,344;-1,259;5,825;-1,92;0,419
"impregnar";-1,344;0,887;10,408;-1,92;-3,007
"implantacao";23,904;-0,008;-2,722;-1,92;-0,884
"impetracao";-1,344;-0,008;5,825;-1,92;-0,021
"imperioso";-1,344;0,887;-0,701;1,69;-0,021
"impeachment";-1,344;-0,008;-2,722;-1,92;14,61
"iminencia";-1,176;0,003;-2,382;6,411;0,006
"iac";-1,344;-1,259;0,621;-1,92;4,994
"hierarquico";0;0,003;-0,455;-1,68;3,141
"hazenclever";1,147;-1,102;-2,382;-1,68;6,868
"gravoso";1,147;5,108;-2,382;0,382;-2,631
"glifosato";-1,176;-1,102;-2,382;29,194;-2,631
"gerir";0,734;0,887;-2,722;4,82;-3,007
"gerenciar";-0,023;16,305;-2,722;0,164;-3,007
"generalizado";-0,023;-1,259;-2,722;9,552;-0,021
"fumus";-1,344;-0,008;-2,722;-0,241;9,172
"fulminar";-0,023;-1,259;-2,722;-1,92;14,61
"fulcro";-0,023;16,305;-2,722;-1,92;-0,021
"frustracao";-1,344;9,036;2,562;-1,92;-3,007
"fragilizar";-0,023;0,887;-2,722;4,82;-0,884
"fragilizacao";-0,023;16,305;-0,001;-1,92;-3,007
"fotografia";-0,672;-0,629;-1,361;16,679;-1,503
"forcoso";-0,023;-1,259;-0,001;-0,241;2,077
"fomentar";3,478;9,036;-2,722;-0,241;-3,007
"filiacao";-1,344;-1,259;-2,722;-0,241;14,61
"felipe";-0,84;-0,787;-1,701;-1,2;13,315
"fefc";0,734;-1,259;-2,722;-1,92;9,172
"farmaco";-0,023;-1,259;-2,722;23,826;-3,007
"facultar";15,063;-1,259;-2,722;-1,92;0,419
"facility";-1,344;-0,008;-2,722;23,826;-3,007
"fabricar";-1,176;-1,102;-2,382;29,194;-2,631
"extracao";0,734;-1,259;-0,701;9,552;-3,007
"extenso";-0,023;-0,008;-2,722;9,552;-0,884
"exponencial";-0,023;-1,259;-2,722;15,887;-0,884
"expendidos";-1,344;0,887;2,562;-0,241;-0,884
"etnico";-1,176;5,108;-2,382;2,48;-0,598
"estreito";0,734;-0,008;-0,001;-0,241;-0,021
"estadio";-1,344;-1,259;-2,722;33,367;-3,007
"especializar";11,948;-0,629;-1,361;0,082;-1,503
"equivaler";0;0,003;-0,455;0,382;0,006
"emprestar";1,147;0,003;3,731;-1,68;-2,631
"embrionario";-1,344;-1,259;-2,722;0,164;9,172
"eleitorado";41,719;-1,102;-2,382;-1,68;-2,631
"eficacial";-1,176;-1,102;-2,382;-1,68;18,643
"durar";0,129;9,173;-1,701;-1,2;-0,135
"doente";-1,344;-1,259;-2,722;23,826;-0,884
"dezena";-1,344;-0,008;-2,722;0,164;4,994
"despachei";-1,344;3,896;-2,722;-1,92;4,994
"desdobramento";-1,176;0,003;3,731;-1,68;0,006
"desconhecer";-1,344;0,887;-0,001;1,69;-0,884
"descaracterizar";-1,344;-1,259;16,312;-1,92;-0,884
"democrata";0,734;0,887;-0,001;-1,92;-0,021
"demasia";-1,008;1,992;1,921;-1,44;-0,342
"demandado";-0,023;-1,259;-0,701;9,552;-0,884
"decada";0,734;-1,259;-2,722;-0,241;4,994
"custar";1,147;0,003;-2,382;6,411;-2,631
"culpabilidade";-0,023;-1,259;-2,722;-1,92;14,61
"cuba";-1,176;1,338;-2,382;0,382;0,853
"ctn";41,719;-1,102;-2,382;-1,68;-2,631
"cruel";-1,344;50,893;-2,722;-1,92;-3,007
"crescimento";0,734;-0,008;-2,722;9,552;-3,007
"crescente";-1,344;-1,259;-2,722;33,367;-3,007
"cp";-1,344;-1,259;-2,722;33,367;-3,007
"covax";-1,344;-0,008;-2,722;23,826;-3,007
"coronel";8,46;2,97;-1,701;-1,2;-1,879
"convergente";0,129;0,175;-0,076;-1,2;0,406
"conveniente";3,478;9,036;-2,722;-0,241;-3,007
"contributivo";15,063;-0,008;-2,722;-1,92;-0,021
"confusao";0;0,003;1,13;-0,115;-0,598
"conferenciar";4,616;0,003;-2,382;2,48;-2,631
"concretude";3,478;3,896;-0,001;-1,92;-3,007
"companhia";1,753;-0,944;-2,042;-1,44;4,684
"companheiro";8,254;-0,008;-2,722;-0,241;-0,021
"comercializar";1,147;-1,102;-2,382;12,174;-2,631
"comecar";0,734;-1,259;-2,722;15,887;-3,007
"coletor";8,254;-1,259;-2,722;4,82;-3,007
"colegialidade";-0,84;-0,787;14,707;-1,2;-1,879
"coincidencia";-1,344;-1,259;-2,722;-0,241;14,61
"coimbrao";-1,008;14,399;-0,241;-1,44;-0,342
"coercitivo";-0,023;-1,259;-2,722;-1,92;14,61
"cobrir";3,478;-1,259;-2,722;9,552;-3,007
"cne";-1,344;-1,259;-2,722;33,367;-3,007
"clima";8,254;-1,259;-2,722;-0,241;0,419
"circunscricao";15,063;-1,259;-2,722;-1,92;0,419
"chegada";-1,344;-1,259;-2,722;33,367;-3,007
"chance";-1,344;0,887;-2,722;4,82;-0,021
"chamar";-1,344;3,896;-2,722;4,82;-0,884
"cessacao";-1,176;0,003;0,038;-1,68;3,141
"centena";-1,344;-1,259;-2,722;33,367;-3,007
"cancado";1,147;-1,102;-2,382;-1,68;6,868
"campestre";-1,344;-1,259;-2,722;-1,92;21,308
"caixa";10,408;0,003;-2,382;-0,115;-0,598
"boni";-1,344;-0,008;-2,722;-0,241;9,172
"bombeiro";34,777;-0,008;-2,722;-1,92;-3,007
"bloquear";-1,344;-1,259;-2,722;15,887;-0,021
"barragem";3,478;-1,259;-0,701;-1,92;2,077
"azar";-1,176;1,338;-0,455;-1,68;3,141
"autorizadores";3,478;0,887;-0,001;-1,92;-0,884
"autenticidade";1,147;19,949;-2,382;-1,68;-2,631
"assessoramento";8,254;0,887;-0,701;-0,241;-3,007
"aprimoramento";8,254;3,896;-2,722;-1,92;-0,884
"anteceder";-1,344;-1,259;2,562;0,164;-0,021
"antecedente";0,734;-1,259;-2,722;9,552;-0,884
"andrade";-0,84;0,175;-1,701;1,367;0,406
"analogia";-0,023;-0,008;-0,701;-0,241;2,077
"analitico";-0,023;-1,259;2,562;-1,92;0,419
"amigo";6,19;1,992;-0,241;-1,44;-2,255
"alugar";34,777;-1,259;-0,701;-1,92;-3,007
"alinhamento";-0,672;-0,629;-1,361;16,679;-1,503
"afigurando";-1,344;25,704;-2,722;0,164;-3,007
"afeto";0,026;1,992;-2,042;0,752;-0,342
"adjunto";23,834;-0,629;-1,361;-0,96;-1,503
"adimplemento";-1,344;-0,008;-2,722;-1,92;14,61
"aco";0,734;-0,008;-2,722;4,82;-0,884
"abracrim";-1,176;1,338;-2,382;-1,68;6,868
"xx";18,523;-1,102;0,038;-1,68;-2,631
"xix";28,96;-1,102;-0,455;-1,68;-2,631
"voo";-0,504;-0,472;-1,021;12,508;-1,127
"vivo";-1,176;11,312;-2,382;2,48;-2,631
"virar";-1,176;-1,102;-2,382;0,382;6,868
"vies";-1,176;11,312;-2,382;0,382;-0,598
"vetor";-1,176;19,949;-2,382;-0,115;-0,598
"vertical";-1,176;1,338;7,842;-1,68;-2,631
"valoracao";-1,176;31,022;-2,382;-1,68;-0,598
"uno";-1,176;-1,102;20,593;-1,68;-2,631
"unipartidaria";0;-1,102;-2,382;-1,68;12,036
"unilateral";-0,672;0,443;1,281;-0,96;-0,011
"turismo";18,523;-1,102;0,038;-1,68;-2,631
"tracar";0;-1,102;1,13;2,48;-2,631
"trabalhar";0,026;0,048;-2,042;3,614;-0,342
"tocar";0;0,003;-0,455;0,382;0,006
"tipicidade";1,147;-1,102;3,731;-1,68;-0,598
"temporalidade";-1,176;44,528;-2,382;-1,68;-2,631
"teleologico";-1,176;-1,102;-0,455;-1,68;12,036
"tarcisio";-1,176;-1,102;-0,455;0,382;3,141
"suspeicao";-1,008;-0,944;-0,241;-0,028;4,684
"supracitado";-1,176;1,338;-0,455;-1,68;3,141
"substantivar";-1,176;-1,102;13,463;-1,68;-0,598
"sisu";-1,176;-1,102;-2,382;29,194;-2,631
"separado";-1,176;1,338;-0,455;2,48;-0,598
"sbim";-1,176;-1,102;-2,382;29,194;-2,631
"sans";-1,176;-1,102;20,593;-1,68;-2,631
"sancionadores";41,719;-1,102;-2,382;-1,68;-2,631
"ruy";0;5,108;-2,382;-1,68;0,853
"rural";41,719;-1,102;-2,382;-1,68;-2,631
"roma";-1,176;44,528;-2,382;-1,68;-2,631
"rodovia";4,616;-1,102;0,038;-0,115;-0,598
"rir";-1,176;0,003;-2,382;-1,68;12,036
"rigido";-1,008;-0,944;-0,241;3,614;0,11
"rezek";-1,008;-0,944;17,65;-1,44;-2,255
"revisional";2,669;-0,787;-1,701;-1,2;2,693
"retotalizacao";-1,008;-0,944;-2,042;-1,44;15,979
"resumo";0;-1,102;1,13;0,382;-0,598
"repressivo";-1,176;0,003;13,463;-1,68;-2,631
"repisar";0;-1,102;3,731;-0,115;-0,598
"reitor";4,616;11,312;-2,382;-1,68;-2,631
"regularizar";10,408;-1,102;-2,382;-1,68;0,853
"redistribuicao";-1,176;-1,102;-2,382;0,382;6,868
"recomposicao";1,753;0,048;-2,042;0,752;-0,342
"recife";28,96;-1,102;-2,382;-1,68;-0,598
"rebanho";-1,176;1,338;-2,382;12,174;-2,631
"reabrir";-1,176;-1,102;-2,382;29,194;-2,631
"radical";-1,176;31,022;-2,382;-1,68;-0,598
"punitivo";-1,008;1,992;0,201;-1,44;0,11
"propugnar";0;1,338;-2,382;-0,115;0,853
"progressao";1,147;0,003;-2,382;6,411;-2,631
"process";-1,176;-1,102;13,463;-1,68;-0,598
"probidade";-1,176;11,312;-0,455;-1,68;0,006
"privacidade";-1,176;11,312;-2,382;2,48;-2,631
"priorizar";0;-1,102;-2,382;19,768;-2,631
"primo";-1,176;0,003;1,13;2,48;-2,631
"press";-1,008;14,399;-2,042;0,752;-2,255
"preparar";1,147;0,003;-0,455;2,48;-2,631
"prematuro";-1,176;1,338;-0,455;2,48;-0,598
"predominante";-1,008;-0,944;0,201;-0,028;1,557
"precitado";0;19,949;-2,382;-1,68;-0,598
"praca";0,129;0,175;-1,701;-1,2;2,693
"petendi";-1,176;-1,102;-2,382;-1,68;18,643
"pessoalidade";-1,176;44,528;-2,382;-1,68;-2,631
"personalidade";-1,176;44,528;-2,382;-1,68;-2,631
"perplexidade";-1,176;-1,102;-0,455;19,768;-2,631
"perpassar";-1,008;14,399;0,201;-1,44;-2,255
"perfilhar";-1,176;-1,102;-0,455;-1,68;12,036
"penitenciar";-1,176;31,022;-2,382;-1,68;-0,598
"patria";0;1,338;-0,455;-0,115;0,006
"partilhar";-1,176;44,528;-2,382;-1,68;-2,631
"particularidade";1,147;-1,102;1,13;-0,115;-0,598
"pars";1,147;-1,102;-2,382;12,174;-2,631
"parlatorio";0;31,022;-2,382;-1,68;-2,631
"pardo";-1,176;0,003;-2,382;19,768;-2,631
"paralisacao";10,408;0,003;-2,382;-1,68;0,006
"paradigmatico";0,026;0,048;1,921;-1,44;-0,342
"outorgante";1,147;-1,102;-2,382;-1,68;6,868
"organizacional";0;5,108;-2,382;0,382;-0,598
"organismo";0;0,003;0,038;-0,115;0,006
"organicidade";-1,008;-0,944;-2,042;-1,44;15,979
"online";-1,176;0,003;-2,382;12,174;-0,598
"omitir";-1,176;11,312;-0,455;-1,68;0,006
"olvidar";0;11,312;-2,382;-0,115;-0,598
"olhar";-1,176;0,003;-0,455;0,382;0,853
"nuvem";-1,008;-0,944;-2,042;25,022;-2,255
"news";1,147;-1,102;-2,382;0,382;0,853
"motorista";13,336;-0,944;-2,042;-1,44;0,11
"mortalidade";-1,008;-0,944;-2,042;25,022;-2,255
"moradia";0;1,338;1,13;-0,115;-2,631
"moderador";-1,176;19,949;-2,382;-1,68;0,006
"minuto";18,523;-1,102;-2,382;0,382;-2,631
"migratorio";4,126;0,443;-1,361;-0,96;-0,011
"memoria";-0,84;-0,787;-1,701;20,85;-1,879
"melhora";0;-1,102;-2,382;12,174;-0,598
"mecanico";28,96;-1,102;-0,455;-1,68;-2,631
"marginalizacao";-1,176;44,528;-2,382;-1,68;-2,631
"mandela";1,147;19,949;-2,382;-1,68;-2,631
"majoritario";-1,176;1,338;-0,455;-1,68;3,141
"majoracao";1,147;0,003;-2,382;2,48;-0,598
"loco";18,523;-1,102;-2,382;0,382;-2,631
"litro";35,757;-0,944;-2,042;-1,44;-2,255
"liquidante";18,523;0,003;-2,382;-1,68;-0,598
"line";-0,84;-0,787;-1,701;20,85;-1,879
"liberar";1,147;0,003;-2,382;-0,115;0,853
"liberal";8,46;-0,787;-1,701;-1,2;0,406
"lesar";0,129;-0,787;7,88;-1,2;-1,879
"legivel";-1,176;5,108;-2,382;6,411;-2,631
"lealdade";4,616;11,312;-2,382;-1,68;-2,631
"junta";0;-1,102;-2,382;-0,115;6,868
"jogador";-1,176;-1,102;-2,382;29,194;-2,631
"jcvi";-1,008;-0,944;-2,042;25,022;-2,255
"ivermectina";-1,176;-1,102;-2,382;29,194;-2,631
"isonomico";1,147;-1,102;-2,382;-1,68;6,868
"irregular";8,46;2,97;-1,701;-1,2;-1,879
"intitular";0;1,338;-2,382;6,411;-2,631
"interacao";-1,176;31,022;-2,382;-0,115;-2,631
"intentar";1,147;1,338;-2,382;-1,68;0,853
"insubsistentes";-1,176;-1,102;20,593;-1,68;-2,631
"insculpir";1,147;5,108;-0,455;-1,68;-0,598
"ingles";0,367;-0,629;0;2,409;-1,503
"infectologia";-1,176;-1,102;-2,382;29,194;-2,631
"inducao";-1,176;1,338;-2,382;12,174;-2,631
"indexador";0,876;-0,472;2,701;-0,72;-1,127
"indesejavel";0;-1,102;-2,382;19,768;-2,631
"indeferi";-1,176;-1,102;-2,382;12,174;0,006
"indeclinavel";-1,176;1,338;1,13;0,382;-2,631
"incontido";-1,176;-1,102;-2,382;29,194;-2,631
"incompetencia";-1,176;-1,102;0,038;-1,68;6,868
"incitamento";-1,176;-1,102;-2,382;-1,68;18,643
"incerto";1,147;-1,102;3,731;-1,68;-0,598
"impossibilitar";18,523;0,003;-2,382;-0,115;-2,631
"imento";-0,672;-0,629;-1,361;-0,96;10,651
"identificavel";0;-1,102;3,731;-0,115;-0,598
"idec";0,367;-0,629;-1,361;0,082;1,038
"historiar";-1,176;31,022;-2,382;-0,115;-2,631
"harmonizar";4,616;0,003;-2,382;-1,68;0,853
"harmonizacao";0;5,108;-2,382;-0,115;0,006
"guiar";-1,176;-1,102;-2,382;29,194;-2,631
"guarir";-1,176;0,003;3,731;-1,68;0,006
"grief";-1,008;-0,944;17,65;-1,44;-2,255
"gravidez";0;31,022;-2,382;-1,68;-2,631
"graduacao";6,19;1,992;-2,042;-1,44;-0,342
"gm";-1,176;44,528;-2,382;-1,68;-2,631
"garantidor";-1,176;44,528;-2,382;-1,68;-2,631
"gadh";23,834;-0,629;-1,361;-0,96;-1,503
"fugir";10,408;0,003;-2,382;0,382;-2,631
"frustrar";-1,176;1,338;-2,382;2,48;0,006
"fruicao";4,616;11,312;-2,382;-1,68;-2,631
"flexibilizar";0;0,003;-2,382;12,174;-2,631
"fito";4,616;5,108;-2,382;-0,115;-2,631
"findar";0,026;-0,944;1,921;-1,44;0,11
"figurar";0,026;0,048;-0,241;0,752;-0,342
"fake";0;-1,102;-2,382;0,382;3,141
"expurgar";4,126;-0,629;-1,361;2,409;-1,503
"explicitacao";-1,176;-1,102;-2,382;19,768;-0,598
"expandir";-1,176;0,003;1,13;2,48;-2,631
"exequente";-1,008;-0,944;-2,042;-1,44;15,979
"exaustao";-1,176;-1,102;13,463;-0,115;-2,631
"estruturacao";-1,176;19,949;-2,382;0,382;-2,631
"estadunidense";-1,176;-1,102;0,038;12,174;-2,631
"estabilidade";6,19;0,048;-0,241;-1,44;-0,342
"especificidade";-1,176;5,108;1,13;-1,68;-0,598
"especializacao";10,408;0,003;0,038;-1,68;-2,631
"esgotar";1,147;-1,102;-0,455;2,48;-0,598
"escasso";0;0,003;-2,382;12,174;-2,631
"envasar";-1,176;0,003;-2,382;19,768;-2,631
"entrelacamento";-1,176;44,528;-2,382;-1,68;-2,631
"enricar";-1,176;19,949;-2,382;-1,68;0,006
"emerson";-0,84;-0,787;-1,701;-1,2;13,315
"embasamento";1,147;0,003;-0,455;0,382;-0,598
"embaixada";0,876;-0,472;-1,021;4,306;-1,127
"elididas";28,96;-1,102;-2,382;-1,68;-0,598
"egide";18,523;0,003;-0,455;-1,68;-2,631
"duplo";-1,008;14,399;-2,042;-1,44;0,11
"due";-1,176;-1,102;13,463;-1,68;-0,598
"drap";-1,176;-1,102;-2,382;-1,68;18,643
"domingo";-1,008;-0,944;-2,042;15,749;-0,342
"distinguir";0;1,338;3,731;-1,68;-2,631
"disseminar";0;1,338;-2,382;6,411;-2,631
"disease";-0,504;-0,472;-1,021;12,508;-1,127
"dipro";6,667;-0,472;-1,021;0,376;-1,127
"diminuicao";4,616;0,003;-2,382;2,48;-2,631
"desumano";-1,176;44,528;-2,382;-1,68;-2,631
"deslocamento";0,026;-0,944;-0,241;8,613;-2,255
"desfavoravel";-1,008;0,048;0,201;-1,44;1,557
"desejar";-1,176;0,003;-2,382;6,411;0,006
"desconstitui";-1,176;-1,102;-0,455;-1,68;12,036
"desacerto";-1,176;-1,102;0,038;-0,115;3,141
"depen";-1,176;31,022;-2,382;-0,115;-2,631
"denominacao";41,719;-1,102;-2,382;-1,68;-2,631
"delimitacao";1,147;1,338;-0,455;-1,68;0,006
"degradante";-1,176;19,949;-2,382;0,382;-2,631
"deflagracao";0;0,003;7,842;-1,68;-2,631
"declinar";-1,176;-1,102;-2,382;-1,68;18,643
"decadencia";0,026;-0,944;-2,042;0,752;1,557
"crescer";4,616;-1,102;-2,382;6,411;-2,631
"credito";4,616;0,003;-0,455;-1,68;0,006
"credenciamento";35,757;-0,944;-2,042;-1,44;-2,255
"corporis";-1,176;-1,102;-0,455;-1,68;12,036
"corolario";-1,176;19,949;-2,382;-0,115;-0,598
"conversa";-0,504;0,996;-1,021;4,306;-1,127
"contravencao";-1,176;5,108;-0,455;-1,68;0,853
"contrario";-1,176;0,003;7,842;-0,115;-2,631
"contraprestacao";18,523;-1,102;-2,382;0,382;-2,631
"consolidacao";10,408;-1,102;0,038;-1,68;-0,598
"consignei";0;0,003;-2,382;2,48;0,006
"consectariamente";-1,008;-0,944;-2,042;-1,44;15,979
"consectaria";-1,176;-1,102;-0,455;0,382;3,141
"conformar";-1,008;14,399;-0,241;-1,44;-0,342
"conexo";-1,176;-1,102;1,13;-0,115;0,853
"concordar";4,616;0,003;-2,382;2,48;-2,631
"conciliatorio";0;-1,102;1,13;0,382;-0,598
"concepcao";-1,176;11,312;-2,382;-1,68;0,853
"compelir";1,147;5,108;-2,382;0,382;-2,631
"comemorativo";-1,176;11,312;0,038;-1,68;-0,598
"coincidir";-0,84;0,175;0,565;0,001;-0,135
"cmb";1,147;5,108;-0,455;-0,115;-2,631
"cingir";0;-1,102;-0,455;-0,115;3,141
"ciclo";6,19;0,048;-0,241;-0,028;-2,255
"certeza";-1,008;-0,944;-0,241;3,614;0,11
"cerceamento";-1,176;0,003;-2,382;-1,68;12,036
"centrar";0,367;-0,629;0;0,082;-0,011
"catedra";-1,008;1,992;0,201;-1,44;0,11
"carcerar";-1,008;24,861;-2,042;-1,44;-0,342
"cancelar";1,147;0,003;-2,382;6,411;-2,631
"caminhar";-1,176;0,003;-0,455;12,174;-2,631
"cadastrar";23,192;-0,944;-2,042;-0,028;-2,255
"biotech";-1,176;-1,102;-2,382;29,194;-2,631
"bater";-1,176;-1,102;-2,382;29,194;-2,631
"barro";0,876;-0,472;-1,021;-0,72;2,342
"banir";-1,176;-1,102;-2,382;29,194;-2,631
"bairro";0,367;-0,629;0;2,409;-1,503
"aviso";0;-1,102;3,731;0,382;-2,631
"avenida";2,669;9,173;-1,701;-1,2;-1,879
"autorizativa";0;0,003;-2,382;-0,115;3,141
"atrelar";4,616;-1,102;0,038;-1,68;0,006
"atlantico";17,874;-0,472;-1,021;-0,72;-1,127
"assistente";-1,176;0,003;-2,382;-0,115;6,868
"assento";-1,176;0,003;-0,455;-1,68;6,868
"assecuratorias";-1,176;11,312;-2,382;2,48;-2,631
"articulado";1,147;-1,102;0,038;0,382;-0,598
"arrimo";-1,176;1,338;-0,455;-0,115;0,853
"aprofundar";0;5,108;-2,382;2,48;-2,631
"alertar";1,753;-0,944;-2,042;8,613;-2,255
"albuquerque";-0,504;-0,472;-1,021;4,306;0,055
"alastramento";-1,176;-1,102;-2,382;29,194;-2,631
"afirmativo";0;0,003;-2,382;-1,68;6,868
"advento";-1,008;0,048;0,201;0,752;-0,342
"aderir";0;0,003;-2,382;12,174;-2,631
"acusatorio";-1,008;-0,944;0,201;-1,44;4,684
"acostar";-1,176;-1,102;-2,382;-0,115;12,036
"aclaratorios";-1,176;-1,102;-2,382;-1,68;18,643
"acentuado";0;1,338;0,038;0,382;-2,631
"york";-0,84;-0,787;-1,701;20,85;-1,879
"xxxii";-1,008;38,164;-2,042;-1,44;-2,255
"xlvi";-0,504;0,996;-1,021;-0,72;2,342
"vocacao";-1,008;14,399;-0,241;-0,028;-2,255
"vinda";-0,672;-0,629;-1,361;2,409;1,038
"vinculantes";-0,84;0,175;-1,701;0,001;2,693
"vendido";-0,672;-0,629;-1,361;16,679;-1,503
"valorizacao";-1,008;38,164;-2,042;-1,44;-2,255
"utilizaçao";-1,008;-0,944;17,65;-1,44;-2,255
"usufruir";13,336;0,048;-2,042;-0,028;-2,255
"unissono";-1,008;-0,944;10,646;-1,44;-0,342
"ultra";0,026;-0,944;0,201;0,752;-0,342
"twitter";-1,008;0,048;-2,042;15,749;-2,255
"travar";-1,008;0,048;0,201;0,752;-0,342
"transmissor";-1,008;0,048;-2,042;15,749;-2,255
"transicao";-1,008;0,048;-2,042;-0,028;4,684
"transcorrer";1,753;0,048;-0,241;-0,028;-0,342
"traducao";-1,008;-0,944;-0,241;15,749;-2,255
"toque";1,753;0,048;-2,042;0,752;-0,342
"tergiversar";-1,008;-0,944;-2,042;25,022;-2,255
"suportar";0,026;-0,944;-2,042;15,749;-2,255
"sucedido";0,129;-0,787;0,565;-1,2;0,406
"subjetividade";13,336;-0,944;-0,241;-1,44;-0,342
"subcomissao";17,502;0,175;-1,701;-1,2;-1,879
"solo";0,026;-0,944;-2,042;15,749;-2,255
"sociedade_civil";0,026;0,048;-2,042;8,613;-2,255
"sls";-1,008;-0,944;0,201;-1,44;4,684
"sl";-1,008;-0,944;-2,042;-1,44;15,979
"sinal";0,129;-0,787;-1,701;11,791;-1,879
"sidney";-1,008;-0,944;0,201;-1,44;4,684
"seletivo";2,669;-0,787;0,565;-1,2;-0,135
"segredo";0,026;24,861;-2,042;-1,44;-2,255
"segmento";0,026;-0,944;0,201;3,614;-2,255
"seculo";-1,008;24,861;-2,042;-0,028;-2,255
"secretario";-0,84;-0,787;-1,701;20,85;-1,879
"salvador";-1,008;0,048;0,201;-1,44;1,557
"roupagem";0,026;-0,944;10,646;-1,44;-2,255
"rosa";-1,008;-0,944;-2,042;-1,44;15,979
"rompimento";0,026;0,048;-0,241;-0,028;0,11
"rev";-0,84;2,97;-1,701;5,297;-1,879
"retroativo";1,753;-0,944;-2,042;-1,44;4,684
"retratar";1,753;0,048;0,201;-1,44;-0,342
"retificacao";-1,008;14,399;-2,042;0,752;-2,255
"residente";-0,84;9,173;-1,701;1,367;-1,879
"rescisao";1,753;-0,944;1,921;-1,44;-0,342
"reputado";-0,84;0,175;-1,701;0,001;2,693
"reprimir";1,753;6,776;-2,042;-0,028;-2,255
"repercutir";-1,008;0,048;-0,241;-1,44;4,684
"repentino";-1,008;-0,944;-2,042;8,613;0,11
"repelir";-1,008;-0,944;0,201;-1,44;4,684
"repassar";0,129;-0,787;-1,701;11,791;-1,879
"remunerar";13,336;0,048;-0,241;-1,44;-2,255
"religioso";-1,008;1,992;-0,241;-0,028;0,11
"relevantissima";-1,008;0,048;10,646;-1,44;-2,255
"rejeito";-0,84;-0,787;7,88;-1,2;-0,135
"redatoria";-1,008;-0,944;-2,042;-1,44;15,979
"reconsiderar";-1,008;-0,944;-2,042;-1,44;15,979
"reaccao";-0,84;-0,787;-1,701;20,85;-1,879
"reacao";1,753;0,048;-2,042;3,614;-2,255
"quociente";-1,008;-0,944;-2,042;-1,44;15,979
"quo";-1,008;0,048;-2,042;-1,44;9,492
"quitacao";23,192;-0,944;-2,042;-0,028;-2,255
"queixa";-0,84;0,175;-1,701;11,791;-1,879
"punicao";-1,008;0,048;-2,042;-1,44;9,492
"psdb";6,19;-0,944;-2,042;-1,44;1,557
"provavel";-1,008;-0,944;-2,042;25,022;-2,255
"propiciar";0,026;1,992;-2,042;3,614;-2,255
"processante";13,336;0,048;-2,042;-1,44;-0,342
"problematico";0,026;-0,944;-2,042;-0,028;4,684
"primitivo";-1,008;-0,944;-2,042;-1,44;15,979
"prevalecente";-1,008;0,048;-2,042;-1,44;9,492
"presidir";-0,84;2,97;-1,701;-1,2;2,693
"preamar";13,336;0,048;-0,241;-1,44;-2,255
"posteriori";-0,504;19,078;-1,021;-0,72;-1,127
"posicionar";0,026;0,048;-0,241;3,614;-2,255
"populacional";-1,008;-0,944;-2,042;25,022;-2,255
"pmb";-1,008;-0,944;-0,241;-1,44;9,492
"pinheiro";-0,504;-0,472;-1,021;-0,72;7,988
"pietro";0,876;0,996;-1,021;-0,72;0,055
"pgfn";-0,672;0,443;0;-0,96;1,038
"petreo";-0,84;-0,787;7,88;-1,2;-0,135
"pesquisador";-1,008;-0,944;-2,042;25,022;-2,255
"permear";-1,008;38,164;-2,042;-1,44;-2,255
"pericial";8,46;2,97;-1,701;-1,2;-1,879
"pec";17,502;-0,787;-1,701;-1,2;-0,135
"participativo";-1,008;24,861;-0,241;-1,44;-2,255
"paridade";1,753;0,048;-2,042;-0,028;0,11
"pano";-1,008;-0,944;-2,042;25,022;-2,255
"onu";-0,84;2,97;-1,701;5,297;-1,879
"ofendido";-1,008;1,992;-2,042;-1,44;4,684
"oder";-0,84;18,783;-0,076;-1,2;-1,879
"objecao";0,026;-0,944;-0,241;3,614;-0,342
