"";"classe 1";"classe 2";"classe 3";"classe 4"
"circunstancial";0,654;-0,259;0;-0,063
"cessacao";0,014;1,941;0;-2,426
"cerimoniar";-3,116;-4,756;-0,886;20,263
"cartao";-3,808;-5,813;0;18,69
"caribe";-3,462;-5,285;-0,984;22,515
"capturar";-3,462;-5,285;-0,984;22,515
"brevidade";12,734;-1,306;-1,083;-2,426
"bonavides";-2,769;-1,723;-0,787;12,095
"bilionario";-3,808;-5,813;1,148;13,467
"aventar";8,286;-0,259;-1,083;-2,426
"autogestao";-3,808;-5,813;90,602;-2,426
"autodeclarada";-1,591;-5,813;-1,083;18,69
"autocratico";-3,462;-2,67;-0,984;16,481
"atmosfera";-3,462;-2,67;-0,984;16,481
"assecuratorias";2,246;-1,306;0;-0,063
"arrematar";-1,591;0,576;-1,083;1,115
"armazenagem";-3,808;-5,813;-1,083;24,767
"amir";-3,808;-5,813;111,818;-4,888
"amicus";10,432;-3,171;-0,591;-0,56
"ambiguidade";0,014;-0,259;-1,083;1,115
"almejar";0,654;0,016;0;-0,817
"alma";-0,171;-5,285;-0,984;11,386
"alicercar";-0,327;-1,306;-1,083;5,584
"africano";-3,808;-5,813;-1,083;24,767
"ademar";8,669;-1,585;-0,295;-1,333
"acontecimento";-1,293;0,13;-0,984;1,738
"abolicao";-3,808;0,016;-1,083;5,584
"zur";-1,731;-2,642;0,747;5,692
"yale";-2,769;0,03;-0,787;3,785
"xxvii";-0,171;2,86;-0,984;-0,544
"wilson";-0,478;-1,274;-0,689;5,437
"visitar";-3,116;-0,607;-0,886;9,343
"vigiar";4,198;-0,607;-0,886;-0,308
"verter";-0,171;1,053;0,013;-0,544
"verfassung";-1,384;-0,162;1,262;0,695
"usufruir";-1,293;-2,67;-0,984;11,386
"uniformidade";-0,478;4,205;0,244;-3,11
"ufrgs";0,096;-5,285;-0,984;7,231
"tripartite";-1,005;-2,19;-0,886;9,343
"transformado";1,069;-2,67;-0,984;1,738
"transcricao";1,069;0,13;-0,984;-0,544
"trajetoria";-2,769;-1,723;0,123;7,353
"torre";-3,462;-5,285;0,013;16,481
"torpeza";0,096;5,551;-0,984;-4,444
"togado";-3,462;13,587;-0,984;-2,024
"sustentabilidade";-0,057;-4,756;-0,886;9,343
"superintendencia";-0,257;2,733;-0,591;-0,56
"subproduto";-3,462;-5,285;-0,984;22,515
"subnacional";-3,462;9,127;-0,984;-0,544
"state";-2,077;-0,85;-0,591;7,787
"sorteio";-1,293;13,587;-0,984;-4,444
"sopesamento";-3,462;13,587;-0,984;-2,024
"sobrevivencia";-1,293;-5,285;-0,984;16,481
"sitio";-1,293;-2,67;45,696;-2,024
"sinonimo";-3,462;1,053;-0,984;1,738
"sindicom";8,669;-1,585;-0,295;-1,333
"similitude";1,069;-2,67;-0,984;1,738
"sihd";-3,116;-4,756;-0,886;20,263
"sf";-1,005;0,388;6,557;-1,632
"sequestro";-0,171;1,053;0,013;-0,544
"selma";-1,293;13,587;-0,984;-4,444
"secular";-3,462;-0,939;0,013;7,231
"saliente";3,09;1,053;-0,984;-4,444
"russia";-2,769;-4,228;-0,787;18,011
"ruptura";-3,462;-0,939;-0,984;11,386
"rotular";0,096;-0,092;-0,984;0,401
"revelia";-1,293;5,551;0,013;-2,024
"retroagir";15,435;-2,67;-0,984;-2,024
"restaurante";-3,462;-5,285;-0,984;22,515
"respe";2,472;0,842;-0,787;-3,555
"resistir";-1,293;1,053;-0,984;0,401
"rescindir";-0,171;-2,67;-0,984;7,231
"repisar";0,096;0,13;0,013;-0,544
"relegar";3,09;-0,092;1,495;-4,444
"refem";-2,423;1,577;0,244;-0,016
"redistribuicao";1,654;-0,607;0,051;-0,308
"reafirmacao";3,09;-0,092;-0,984;-0,544
"reabrir";-3,116;17,038;-0,886;-3,999
"raul";-0,171;-0,939;-0,984;4,015
"ranco";-3,462;-5,285;-0,984;22,515
"racao";-0,257;-3,171;40,699;-2,666
"querido";-0,171;1,053;-0,984;-0,003
"pulverizacao";-0,057;-4,756;6,557;0,791
"psiquico";-3,462;-2,67;-0,984;16,481
"protetor";-3,462;-0,939;-0,984;11,386
"proeminencia";-1,293;-2,67;1,495;4,015
"prieur";-3,462;-5,285;-0,984;22,515
"presid";-3,462;-2,67;80,546;-4,444
"predio";-3,462;-5,285;-0,984;22,515
"peste";-2,769;-4,228;-0,787;18,011
"pericial";-0,731;5,783;-0,787;-1,253
"pericia";-3,462;-0,939;-0,984;11,386
"perdimento";-3,116;17,038;-0,886;-3,999
"perceptivel";-3,462;-5,285;-0,984;22,515
"pars";6,157;-2,67;5,43;-4,444
"parado";-3,462;-2,67;-0,984;16,481
"papa";-3,462;-0,939;-0,984;11,386
"pacheco";-1,293;0,13;11,817;-2,024
"orbitar";-1,005;4,1;0,051;-1,632
"onda";-1,293;-5,285;-0,984;16,481
"ofensiva";-3,462;-0,939;-0,984;11,386
"oeste";-2,769;-4,228;2,525;7,353
"numerico";-2,769;0,842;2,525;-0,125
"noronha";0,183;-3,171;-0,591;3,632
"nomenclatura";0,096;-0,939;0,013;0,401
"netto";6,157;-5,285;-0,984;0,401
"nativo";-3,462;-5,285;-0,984;22,515
"moradia";-3,462;-5,285;-0,984;22,515
"monta";1,069;-5,285;-0,984;4,015
"mocao";-3,462;9,127;-0,984;-0,544
"mj";-0,731;-4,228;-0,787;12,095
"mi";28,902;-5,285;-0,984;-4,444
"mento";0,096;1,053;-0,984;-0,544
"mato";0,183;-0,85;-0,591;1,043
"materno";-3,116;-4,756;-0,886;20,263
"manobra";-3,462;1,053;0,013;0,401
"manha";1,654;-0,607;1,942;-1,632
"luiza";-2,077;-3,171;-0,591;13,507
"ltda";3,078;-2,642;-0,492;0,2
"lote";-3,116;-4,756;-0,886;20,263
"localizacao";-1,293;-5,285;-0,984;16,481
"litis";1,069;1,053;0,013;-4,444
"lisboa";-3,462;-5,285;-0,984;22,515
"lingua";-1,293;-0,939;0,013;4,015
"linear";-0,478;4,205;0,244;-3,11
"limitrofe";-3,462;0,13;-0,984;4,015
"leniencia";0,096;5,551;-0,984;-4,444
"leigo";-3,462;9,127;-0,984;-0,544
"lacerda";5,27;-3,171;-0,591;0,019
"juan";-3,116;-2,19;-0,886;14,281
"jairo";-3,116;-0,607;-0,886;9,343
"ist";-2,077;-3,171;-0,591;13,507
"irredutibilidade";-3,462;0,13;20,657;-2,024
"irrecusavel";-3,462;5,551;-0,984;-0,003
"ira";-1,005;0,388;-0,886;0,791
"invasivo";-3,462;-2,67;-0,984;16,481
"interditar";4,198;-2,19;-0,886;0,028
"integrativo";-1,293;2,86;-0,984;-0,003
"insuperavel";0,096;-0,092;-0,984;0,401
"insumo";-3,462;-2,67;-0,984;16,481
"insubsistente";21,645;-2,67;-0,984;-4,444
"instrumentalidade";1,069;1,053;-0,984;-2,024
"insinuar";-3,462;9,127;-0,984;-0,544
"inoperante";-0,057;-0,006;6,557;-1,632
"infirmar";1,069;2,86;-0,984;-4,444
"incondicionado";-3,462;18,932;-0,984;-4,444
"inaplicavel";1,069;1,053;-0,984;-2,024
"impreciso";3,09;0,13;-0,984;-2,024
"imprecisao";-0,171;-5,285;-0,984;11,386
"ilheu";-3,462;-5,285;-0,984;22,515
"humilhacao";-3,462;-5,285;-0,984;22,515
"hostilizar";6,157;-2,67;0,013;-0,544
"hostil";-3,116;0,388;-0,886;2,598
"honesto";-3,462;-2,67;-0,984;16,481
"honestidade";-3,116;0,388;-0,886;2,598
"homoafetiva";-0,171;-2,67;-0,984;7,231
"golpe";-3,462;-2,67;-0,984;16,481
"giro";6,157;-0,092;-0,984;-2,024
"gerador";-3,462;1,053;-0,984;1,738
"gay";0,096;-5,285;-0,984;7,231
"funset";0,096;-5,285;45,696;-4,444
"fundo_penitenciario_nacional";-1,293;5,551;0,013;-2,024
"fundantes";-0,057;4,1;-0,886;-1,632
"funcionalidade";-0,171;1,053;-0,984;-0,003
"frete";-1,038;-1,585;-0,295;6,753
"fraternidade";-2,769;-4,228;-0,787;18,011
"festa";-3,462;-5,285;-0,984;22,515
"faceta";-3,462;-5,285;-0,984;22,515
"fabio";1,654;-0,607;0,051;-0,308
"extravasamento";-3,462;9,127;-0,984;-0,544
"extrajudicial";0,096;1,053;0,013;-2,024
"exsurgir";-0,171;2,86;-0,984;-0,544
"explicitacao";-0,171;5,551;-0,984;-2,024
"ethos";-3,116;-4,756;-0,886;20,263
"etario";-3,462;-5,285;-0,984;22,515
"estratagema";-3,462;-2,67;31,95;-0,003
"estocolmo";-3,462;-5,285;-0,984;22,515
"esposar";-0,171;5,551;-0,984;-2,024
"espanha";-3,462;-2,67;-0,984;16,481
"esdruxular";-3,462;1,053;-0,984;1,738
"errar";-0,057;1,753;-0,886;-0,308
"engenharia";-3,116;4,1;6,557;-3,999
"encetar";-1,005;-0,006;-0,886;2,598
"en";-3,462;-5,285;-0,984;22,515
"elucidativo";1,069;-0,092;1,495;-2,024
"eco";-0,171;-0,092;-0,984;1,738
"du";-3,462;-5,285;-0,984;22,515
"dorio";-3,462;2,86;-0,984;0,401
"doente";-3,462;-2,67;-0,984;16,481
"diversificado";-3,462;-5,285;-0,984;22,515
"dissonancia";-0,171;5,551;-0,984;-2,024
"discrimen";-3,462;9,127;-0,984;-0,544
"discente";-3,116;-2,19;-0,886;14,281
"diferido";-3,462;18,932;-0,984;-4,444
"diapasao";-3,462;9,127;0,013;-2,024
"devastador";-3,462;-5,285;-0,984;22,515
"deturpacao";-1,293;0,13;5,43;-0,544
"desvantagem";-1,293;-0,092;-0,984;4,015
"destrutivo";-3,462;-5,285;-0,984;22,515
"destoar";0,096;-0,939;-0,984;1,738
"desporto";-3,462;-0,092;-0,984;7,231
"despido";0,096;1,053;-0,984;-0,544
"despercebido";1,069;-0,939;1,495;-0,544
"despejo";-3,462;-5,285;-0,984;22,515
"despedida";-1,293;-5,285;-0,984;16,481
"desfrutar";-3,462;-5,285;0,013;16,481
"desestimular";-3,462;-5,285;-0,984;22,515
"desequilibrar";-3,462;-0,939;0,013;7,231
"descurar";-1,293;0,13;-0,984;1,738
"desconstituicao";15,435;-2,67;-0,984;-2,024
"descarte";-2,769;-4,228;-0,787;18,011
"desatender";6,157;-0,092;0,013;-4,444
"desatar";1,069;1,053;-0,984;-2,024
"desaconselhar";15,435;-5,285;-0,984;-0,544
"derradeiro";-0,171;1,053;-0,984;-0,003
"derechos";-3,116;-4,756;-0,886;20,263
"debito";-2,423;4,205;3,302;-3,11
"culposo";-2,423;1,577;-0,689;0,481
"corporativo";-2,769;-1,723;2,525;3,785
"cooperativo";0,096;-0,939;5,43;-0,544
"contramajoritaria";-1,005;4,1;-0,886;-0,308
"contradizer";-1,293;1,053;-0,984;0,401
"contextualizar";3,09;-0,939;-0,984;-0,003
"consultor";-1,293;-5,285;5,43;4,015
"consuetudinario";-3,462;-2,67;-0,984;16,481
"conduto";-3,462;-0,092;-0,984;7,231
"concorrencial";-0,171;-0,092;-0,984;1,738
"conciliacao";0,096;-0,939;-0,984;1,738
"comunhao";-1,293;0,13;0,013;0,401
"compelir";-1,293;2,86;-0,984;-0,003
"coligir";-3,116;17,038;-0,886;-3,999
"colegialidade";10,272;-0,092;-0,984;-4,444
"col";-0,171;-5,285;61,894;-4,444
"ciume";-3,462;-2,67;-0,984;16,481
"cirurgiao";-3,462;-5,285;-0,984;22,515
"cifra";-3,462;-5,285;11,817;4,015
"choice";-2,077;-0,85;-0,591;7,787
"chancela";-1,293;5,551;1,495;-4,444
"chance";-1,293;0,13;-0,984;1,738
"certificar";-0,171;-5,285;0,013;7,231
"censorio";-3,462;-2,67;-0,984;16,481
"cego";-3,462;1,053;0,013;0,401
"catolico";-3,462;-5,285;-0,984;22,515
"castrense";-1,293;-5,285;-0,984;16,481
"carcerario";-3,462;2,86;-0,984;0,401
"capricho";-3,116;1,753;0,051;0,028
"calumniandi";-1,293;-5,285;-0,984;16,481
"buenos";-3,462;-2,67;-0,984;16,481
"barcelona";-3,462;-5,285;-0,984;22,515
"barbalho";-3,462;-0,939;-0,984;11,386
"baker";-3,462;-5,285;-0,984;22,515
"autuante";-3,462;-2,67;-0,984;16,481
"autelar";10,178;-0,324;-0,787;-3,555
"audiovisual";-3,462;-2,67;11,817;1,738
"assimilavel";-0,171;-5,285;0,013;7,231
"assessoramento";-1,293;9,127;-0,984;-2,024
"arrependimento";28,902;-5,285;-0,984;-4,444
"aquiescencia";-0,171;1,053;1,495;-2,024
"aposta";2,472;-4,228;-0,787;1,391
"apontamento";0,096;2,86;-0,984;-2,024
"anuario";-2,769;-4,228;-0,787;18,011
"antever";-1,005;0,388;-0,886;0,791
"antagonismo";-1,293;-5,285;-0,984;16,481
"anacronico";-3,462;-0,092;-0,984;7,231
"amoldar";6,157;-0,092;-0,984;-2,024
"ambulancia";-3,116;-4,756;70,515;-1,632
"alocativas";-1,293;-0,939;45,696;-4,444
"all";-3,116;-4,756;-0,886;20,263
"alijar";-1,005;1,753;0,051;-0,308
"alicerce";-3,462;2,86;1,495;-0,544
"aires";-3,462;-2,67;-0,984;16,481
"agilidade";-3,462;1,053;-0,984;1,738
"aderencia";3,09;-5,285;11,817;-2,024
"abstracto";1,069;1,053;-0,984;-2,024
"abreu";-1,731;4,563;-0,492;-0,272
"2o";-3,116;4,1;-0,886;0,028
"2019art";0,091;-0,002;2,185;-1,333
"xxx";1,654;-4,756;-0,886;2,598
"wellington";12,777;-0,607;-0,886;-3,999
"voluntarista";-1,005;7,43;-0,886;-1,632
"viger";1,654;-0,006;0,051;-1,632
"vicente";0,091;-0,002;-0,295;0,009
"vergonha";-3,116;-2,19;-0,886;14,281
"verbo";-2,769;2,76;-0,787;0,171
"vasconcelos";-1,384;0,421;-0,394;0,695
"variacao";-2,769;-0,324;-0,787;7,353
"valorar";-0,057;4,1;-0,886;-1,632
"uruguai";-2,769;-0,324;-0,787;7,353
"unilateral";-3,116;0,388;6,557;-0,308
"uniformizar";-1,005;4,1;-0,886;-0,308
"travel";-2,077;-3,171;-0,591;13,507
"transmissivel";-3,116;-4,756;-0,886;20,263
"toxidade";-2,769;0,03;-0,787;3,785
"totalitarismo";-2,769;-4,228;-0,787;18,011
"tipicidade";-1,005;4,1;-0,886;-0,308
"terminativo";26,011;-4,756;-0,886;-3,999
"teratogenese";-2,769;-4,228;-0,787;18,011
"telefone";-0,002;-4,228;-0,787;7,353
"tecido";-0,002;-1,723;-0,787;3,785
"suposicao";-0,731;5,783;-0,787;-1,253
"suplantar";-0,057;4,1;-0,886;-1,632
"sudito";-3,116;-0,006;-0,886;5,449
"subsuncao";-0,057;7,43;-0,886;-3,999
"subsistema";-1,005;-4,756;-0,886;14,281
"subestimar";-0,731;-1,723;0,123;3,785
"standards";7,906;-4,756;-0,886;0,028
"speech";-3,116;-4,756;-0,886;20,263
"sozinho";-3,116;-0,607;1,942;2,598
"soltura";-0,731;-1,723;-0,787;7,353
"socioeducativos";-0,731;-4,228;-0,787;12,095
"socio";-3,116;-2,19;0,051;9,343
"sobreviver";-2,769;-1,723;-0,787;12,095
"soar";-2,769;-1,723;-0,787;12,095
"sl";7,906;-0,607;-0,886;-1,632
"sisab";-3,116;-4,756;-0,886;20,263
"sindicabilidade";7,906;-0,006;-0,886;-3,999
"significacao";-3,116;7,43;-0,886;-0,308
"serra";-1,005;-4,756;0,051;9,343
"seriedade";-0,478;-0,111;0,244;0,481
"semantica";-1,005;0,388;-0,886;0,791
"segregar";-3,116;-0,607;36,756;-1,632
"science";-2,769;-4,228;-0,787;18,011
"sbpc";-3,116;-2,19;-0,886;14,281
"sancionatorio";-3,116;11,743;-0,886;-1,632
"salto";-0,057;-2,19;-0,886;5,449
"saltar";-0,057;-0,607;-0,886;2,598
"ruy";-3,116;-2,19;-0,886;14,281
"roupa";-3,116;-4,756;-0,886;20,263
"romulo";7,716;-0,469;-0,492;-2,222
"roger";-3,116;-4,756;-0,886;20,263
"retotalizacao";-0,057;7,43;-0,886;-3,999
"retidao";-1,005;-0,607;-0,886;5,449
"responsabilizar";-3,116;-0,607;-0,886;9,343
"rescisao";-3,116;-4,756;-0,886;20,263
"reorganizar";0,274;1,753;-0,886;-1,632
"rentabilidade";-3,116;-0,607;0,051;5,449
"rene";-3,116;-4,756;-0,886;20,263
"relativizacao";-3,116;-2,19;-0,886;14,281
"rejulgamento";23,12;-4,228;-0,787;-3,555
"reivindicar";-3,116;-2,19;1,942;5,449
"reitor";-3,116;-0,607;13,899;0,028
"reinsercao";-1,005;0,388;-0,886;0,791
"rediscutir";12,777;-0,607;-0,886;-3,999
"recreativo";-3,116;-0,607;-0,886;9,343
"qualificador";-3,116;0,388;-0,886;2,598
"psl";20,23;-3,699;-0,689;-3,11
"provento";-3,116;-4,756;13,899;2,598
"protetivo";-1,005;-0,006;-0,886;2,598
"propugnar";-0,731;5,783;0,123;-3,555
"profilatico";-1,005;-4,756;-0,886;14,281
"principiologia";-3,116;11,743;-0,886;-1,632
"preste";-0,057;-4,756;-0,886;9,343
"preposto";-2,769;-1,723;-0,787;12,095
"preestabelecer";-1,005;4,1;-0,886;-0,308
"preconceituoso";-3,116;-4,756;-0,886;20,263
"precioso";0,274;-0,006;-0,886;0,028
"power";-2,077;-3,171;-0,591;13,507
"posteriori";-0,057;-0,006;6,557;-1,632
"positis";7,906;-0,607;-0,886;-1,632
"portador";-0,002;-4,228;-0,787;7,353
"pontuo";-0,057;-0,006;0,051;0,028
"ponta";-2,423;-3,699;-0,689;15,759
"pmdb";-3,116;11,743;-0,886;-1,632
"plausivel";1,654;-0,607;-0,886;0,028
"piorar";-3,116;-0,607;-0,886;9,343
"pg";-3,116;-0,607;-0,886;9,343
"personalista";-3,116;1,753;13,899;-3,999
"perpassar";-3,116;17,038;-0,886;-3,999
"pelotas";-3,116;-4,756;-0,886;20,263
"pce";-1,731;-2,642;-0,492;11,256
"parir";-2,769;2,76;-0,787;0,171
"paralisado";-0,057;-4,756;23,965;-0,308
"parabenizar";18,812;-2,19;-0,886;-3,999
"orquestrar";-3,116;-0,607;-0,886;9,343
"oneroso";-2,423;4,205;-0,689;-0,016
"oes";7,906;-2,19;1,942;-3,999
"ocupacional";-3,116;-4,756;-0,886;20,263
"notificadoras";-3,116;-4,756;-0,886;20,263
"norberto";-2,769;-4,228;-0,787;18,011
"negacionismo";-3,116;-4,756;-0,886;20,263
"nagib";7,716;-2,642;-0,492;-0,272
"mutuar";-1,005;-0,607;-0,886;5,449
"mutatis";-0,002;2,76;-0,787;-1,253
"mutandis";-0,002;2,76;-0,787;-1,253
"mutagenese";-2,769;-4,228;-0,787;18,011
"monitor";-2,769;-4,228;-0,787;18,011
"mit";-1,731;-2,642;-0,492;11,256
"migratorio";-1,005;-4,756;-0,886;14,281
"memoravel";4,198;-4,756;-0,886;0,791
"med";-3,116;17,038;-0,886;-3,999
"marginalizar";-1,005;-4,756;-0,886;14,281
"marginal";-3,116;-0,607;-0,886;9,343
"margarita";-3,116;-4,756;-0,886;20,263
"marcia";-3,116;-2,19;-0,886;14,281
"manguezal";-3,116;-4,756;-0,886;20,263
"madeira";-1,384;-2,114;-0,394;9,004
"lotacao";-0,085;-0,469;-0,492;2,007
"londres";-3,116;-4,756;-0,886;20,263
"liquido";-1,005;-4,756;-0,886;14,281
"liame";12,777;-0,607;-0,886;-3,999
"lee";-2,423;-3,699;-0,689;15,759
"lago";-3,116;-0,006;-0,886;5,449
"lactante";-3,116;-4,756;-0,886;20,263
"jaez";1,654;1,753;-0,886;-3,999
"jabuticaba";-2,769;-4,228;-0,787;18,011
"itinerante";-2,769;15,145;-0,787;-3,555
"iter";-3,116;11,743;0,051;-3,999
"irretratabilidade";26,011;-4,756;-0,886;-3,999
"irrazoavel";-1,731;1,43;-0,492;0,2
"ipea";-3,116;-4,756;-0,886;20,263
"invisivel";-2,423;-3,699;-0,689;15,759
"inversao";0,274;-0,006;1,942;-1,632
"inutilidade";12,777;-0,607;-0,886;-3,999
"intocavel";-1,005;-4,756;-0,886;14,281
"intimidacao";-0,731;-1,723;-0,787;7,353
"intentar";-3,116;-0,006;-0,886;5,449
"intempestivo";18,812;-2,19;-0,886;-3,999
"institucionalidade";-1,005;-0,006;-0,886;2,598
"injuriar";-1,005;-4,756;-0,886;14,281
"ineficiente";-3,116;4,1;1,942;-1,632
"indiscriminado";-3,116;-4,756;6,557;5,449
"indiferente";-1,005;-0,607;0,051;2,598
"inconsistente";4,198;-2,19;-0,886;0,028
"inconsistencia";-1,005;1,753;6,557;-3,999
"incompetencia";-0,057;7,43;-0,886;-3,999
"incapacidade";-1,005;-0,006;0,051;0,791
"impugnam";12,777;-2,19;0,051;-3,999
"impeditivo";2,472;0,842;-0,787;-3,555
"impassivel";4,198;0,388;-0,886;-3,999
"impar";-3,116;4,1;1,942;-1,632
"ideas";-1,038;-1,585;-0,295;6,753
"hospitalizacao";-2,769;-4,228;-0,787;18,011
"homofobia";2,472;-4,228;-0,787;1,391
"hipotetico";1,654;0,388;-0,886;-1,632
"hierarquizar";-3,116;-4,756;-0,886;20,263
"hashtag";-2,077;-0,004;-0,591;3,632
"governance";-3,116;-4,756;-0,886;20,263
"goldman";-3,116;-4,756;-0,886;20,263
"genocidio";1,078;-3,699;-0,689;2,288
"gama";-1,005;-2,19;-0,886;9,343
"fulcro";0,274;0,388;-0,886;-0,308
"frio";-3,116;-0,607;-0,886;9,343
"fretar";-1,384;-2,114;-0,394;9,004
"fragmentar";4,198;-2,19;0,051;-0,308
"formalismo";-0,731;0,842;-0,787;0,171
"fio";1,654;-2,19;-0,886;0,791
"filar";-2,077;-3,171;-0,591;13,507
"felicidade";-0,731;-4,228;-0,787;12,095
"fboms";-3,116;-4,756;-0,886;20,263
"falecido";-1,038;-1,585;-0,295;6,753
"fadusp";-3,116;-4,756;-0,886;20,263
"exteriorizacao";-3,116;-0,006;-0,886;5,449
"experimentacao";-3,116;-2,19;-0,886;14,281
"expendidos";4,198;0,388;-0,886;-3,999
"exemplificar";-0,731;-0,324;-0,787;3,785
"etat";-2,769;-4,228;-0,787;18,011
"estendido";-3,116;-0,006;6,557;0,028
"estampar";-1,005;0,388;0,051;0,028
"escuso";12,777;-2,19;0,051;-3,999
"entrever";-1,005;4,1;-0,886;-0,308
"engendrar";-3,116;7,43;0,051;-1,632
"enforcement";-2,077;-3,171;-0,591;13,507
"embarque";-3,116;-4,756;-0,886;20,263
"ely";-2,769;-4,228;-0,787;18,011
"elogiar";18,812;-2,19;-0,886;-3,999
"elo";1,078;-3,699;0,244;0,481
"economista";-3,116;-4,756;0,051;14,281
"duna";-3,116;-4,756;-0,886;20,263
"docente";-2,423;-1,274;-0,689;9,927
"disparidade";-3,116;-0,607;-0,886;9,343
"discursivo";-3,116;-4,756;-0,886;20,263
"diritto";-3,116;-4,756;-0,886;20,263
"dimoulis";-3,116;7,43;-0,886;-0,308
"difamacao";-1,005;-4,756;-0,886;14,281
"deturpar";-0,057;0,388;-0,886;0,028
"desvalor";-3,116;-0,607;-0,886;9,343
"destituicao";-3,116;7,43;-0,886;-0,308
"despachar";-1,005;11,743;-0,886;-3,999
"descritivo";1,654;-4,756;13,899;-1,632
"desconforto";-0,731;0,842;-0,787;0,171
"derivacao";-3,116;11,743;0,051;-3,999
"default";0,183;-3,171;-0,591;3,632
"decoro";-0,731;0,842;-0,787;0,171
"decisum";12,777;-0,607;-0,886;-3,999
"decidendi";0,274;-0,006;-0,886;0,028
"dallari";-2,769;5,783;-0,787;-0,125
"cooley";-1,731;-0,469;-0,492;5,692
"controverso";-3,116;4,1;-0,886;0,028
"contraste";-0,057;7,43;-0,886;-3,999
"contrassenso";-3,116;-2,19;-0,886;14,281
"contrariado";-0,731;5,783;0,123;-3,555
"contingenciamentos";-3,116;-2,19;70,515;-3,999
"contextual";-3,116;4,1;0,051;-0,308
"contagioso";-3,116;-4,756;-0,886;20,263
"constitutionnel";-3,116;-4,756;-0,886;20,263
"constitucionalista";-3,116;-2,19;-0,886;14,281
"consectario";-3,116;-0,607;-0,886;9,343
"conjugado";-3,116;4,1;-0,886;0,028
"congress";-0,478;4,205;-0,689;-0,892
"confiavel";-2,769;-0,324;0,123;3,785
"confiabilidade";-0,731;-4,228;0,123;7,353
"confeccionar";7,906;-2,19;-0,886;-0,308
"concomitante";-3,116;7,43;-0,886;-0,308
"concertar";0,535;-2,642;-0,492;2,007
"conamp";7,716;-0,469;-0,492;-2,222
"comparato";-2,769;-0,324;-0,787;7,353
"coincidente";-0,057;-0,006;1,942;-0,308
"coge";-2,769;-4,228;-0,787;18,011
"cofre";-2,769;9,911;0,123;-3,555
"cobarde";-3,116;-2,19;-0,886;14,281
"claudia";17,339;-3,171;-0,591;-2,666
"claude";-1,005;-4,756;-0,886;14,281
"civilizado";-3,116;-2,19;-0,886;14,281
"cinema";-3,116;-0,006;-0,886;5,449
"chuva";-0,057;-4,756;-0,886;9,343
"certificacao";0,03;4,205;-0,689;-3,11
"cativeiro";-3,116;-4,756;-0,886;20,263
"cardoso";-0,002;-1,723;-0,787;3,785
"cardiaco";-2,077;-3,171;-0,591;13,507
"carcinogenese";-2,769;-4,228;-0,787;18,011
"captar";-1,005;0,388;1,942;-0,308
"captacao";-2,077;-0,85;12,393;0,019
"caluniar";-1,005;-4,756;-0,886;14,281
"cabral";-0,731;0,842;-0,787;0,171
"bueno";-3,116;-2,19;-0,886;14,281
"brooklyn";-2,769;-4,228;-0,787;18,011
"brandeis";-3,116;-4,756;-0,886;20,263
"biden";-2,423;-3,699;-0,689;15,759
"benedito";-0,478;-3,699;-0,689;9,927
"beirao";-3,116;-2,19;-0,886;14,281
"batista";2,472;-4,228;-0,787;1,391
"autodeclaracao";-3,116;-4,756;-0,886;20,263
"arayara";-0,085;-2,642;-0,492;5,692
"aproximado";-0,731;0,03;-0,787;1,391
"aprendizado";-3,116;-4,756;-0,886;20,263
"aposentado";1,654;-2,19;6,557;-1,632
"aparelhamento";-1,005;-4,756;1,942;5,449
"antifas";-2,769;-4,228;-0,787;18,011
"analfabeto";-1,731;-2,642;-0,492;11,256
"amor";-2,423;-3,699;-0,689;15,759
"amante";-3,116;-4,756;-0,886;20,263
"alvedrio";-0,478;1,577;3,302;-3,11
"alvaro";-1,384;-0,162;-0,394;3,676
"alargado";-0,057;0,388;1,942;-1,632
"agrario";-1,005;-4,756;0,051;9,343
"ago";-1,005;-0,607;-0,886;5,449
"adulto";-3,116;-4,756;-0,886;20,263
"adiro";15,994;-4,228;0,123;-3,555
"adamente";17,339;-3,171;-0,591;-2,666
"acometer";-3,116;-4,756;-0,886;20,263
"abrigo";-1,005;-2,19;-0,886;9,343
"abatido";-0,057;-2,19;-0,886;5,449
"abastecer";-0,085;-2,642;-0,492;5,692
"à";1,236;-0,162;-0,394;-0,062
"zu";-1,038;-0,002;-0,295;1,816
"writ";15,994;-1,723;-0,787;-3,555
"worship";-1,731;-2,642;-0,492;11,256
"visita";-2,769;0,03;-0,787;3,785
"veterinario";-2,769;-4,228;-0,787;18,011
"verbal";-0,731;-4,228;-0,787;12,095
"velocidade";-2,423;-1,274;-0,689;9,927
"uadi";-2,769;15,145;-0,787;-3,555
"tucional";5,67;0,03;-0,787;-3,555
"trombose";-2,769;-4,228;-0,787;18,011
"trf";-0,731;-4,228;-0,787;12,095
"transversal";-0,002;-1,723;-0,787;3,785
"toxicidade";-2,423;-3,699;-0,689;15,759
"toque";-2,769;-0,324;2,525;1,391
"tom";-0,731;-4,228;-0,787;12,095
"thereza";10,178;-0,324;-0,787;-3,555
"terapeutico";-2,769;-4,228;-0,787;18,011
"temporalidade";-2,769;5,783;-0,787;-0,125
"teatro";-2,769;-4,228;-0,787;18,011
"tatiana";5,088;-2,114;-0,394;-0,062
"targino";1,078;1,577;-0,689;-3,11
"tardio";3,078;-0,469;0,747;-2,222
