"";"classe 1";"classe 2"
"incineração";-3,56;3,56
"inalienável";-3,56;3,56
"impulso";-3,56;3,56
"impositividade";-1,439;1,439
"impelir";-3,56;3,56
"impact";-1,187;1,187
"ilustração";0,743;-0,743
"ic";-3,264;3,264
"ibp";-1,78;1,78
"honroso";-0,263;0,263
"hidrológico";-3,56;3,56
"hidrográfico";-3,56;3,56
"hesitar";-1,439;1,439
"hannah";-1,439;1,439
"grileiro";-3,264;3,264
"granada";-3,56;3,56
"gradativos";-0,263;0,263
"goulart";-2,077;2,077
"goldman";-3,56;3,56
"girardi";-1,483;1,483
"genuinamente";-3,264;3,264
"fuller";-1,483;1,483
"forms";-1,78;1,78
"floriano";-3,56;3,56
"flagrar";-3,56;3,56
"filantrópico";-3,56;3,56
"fatalmente";-3,56;3,56
"falcao";3,26;-3,26
"falado";-3,56;3,56
"extravasamento";0,031;-0,031
"experimentação";-3,264;3,264
"experimental";-3,56;3,56
"exiguidade";-3,264;3,264
"exigente";-3,56;3,56
"exibição";-3,56;3,56
"exegético";-0,263;0,263
"estandarte";-3,56;3,56
"espeleologia";-2,373;2,373
"esgrimir";2,401;-2,401
"esboçar";0,031;-0,031
"epidêmico";-3,56;3,56
"entrelaçamento";-3,56;3,56
"enriquecer";0,031;-0,031
"endividamento";-1,185;1,185
"empatia";-3,56;3,56
"empasa";0,743;-0,743
"embutido";-3,264;3,264
"embargar";-1,439;1,439
"ecoar";-3,56;3,56
"duque";-2,67;2,67
"docência";-3,56;3,56
"documentalmente";13,041;-13,041
"dizimar";-3,56;3,56
"divisar";2,401;-2,401
"dissertação";-3,56;3,56
"disparar";-3,56;3,56
"disfunção";-3,264;3,264
"discrição";-1,439;1,439
"diplomado";-1,439;1,439
"detegere";-1,439;1,439
"desprestígio";-3,56;3,56
"deslegalização";-3,56;3,56
"desimportante";-3,56;3,56
"delta";-2,967;2,967
"delinquente";-3,264;3,264
"delação";-3,56;3,56
"deformação";-3,264;3,264
"decisivamente";-3,56;3,56
"danificar";-3,56;3,56
"dallagnol";-0,89;0,89
"cérebro";-3,56;3,56
"cédula";-3,264;3,264
"custódio";13,041;-13,041
"credenciamento";-1,439;1,439
"cop";-3,264;3,264
"convolação";32,182;-32,182
"contêiner";-3,56;3,56
"contradizer";-3,56;3,56
"consuetudinário";-3,56;3,56
"constituicao";9,246;-9,246
"considerando";-3,56;3,56
"consectariamente";-1,439;1,439
"congregação";-2,67;2,67
"configuradoras";-0,263;0,263
"conclamar";-1,439;1,439
"concessivos";-0,263;0,263
"concertar";0,031;-0,031
"comparative";-2,077;2,077
"college";-0,89;0,89
"coligir";-1,439;1,439
"colacionadas";-3,56;3,56
"cognoscível";0,031;-0,031
"cogitação";8,549;-8,549
"coatora";-0,138;0,138
"cnpcp";-1,78;1,78
"cláudia";0,186;-0,186
"circunstancialmente";0,743;-0,743
"circunscrito";-3,56;3,56
"cional";1,134;-1,134
"cinema";-1,439;1,439
"chocar";-3,56;3,56
"cearense";13,041;-13,041
"caçador";-3,264;3,264
"cavalete";-3,56;3,56
"cauteloso";-1,439;1,439
"catástrofe";-3,56;3,56
"cardinali";-3,56;3,56
"brindar";8,549;-8,549
"bpm";-1,78;1,78
"bope";-3,56;3,56
"bncc";-3,56;3,56
"biodiesel";-3,56;3,56
"binenbojm";-3,56;3,56
"beatriz";0,831;-0,831
"barbárie";-3,264;3,264
"bar";-3,264;3,264
"banhar";-3,56;3,56
"balança";-3,264;3,264
"baker";-3,264;3,264
"avocatório";13,041;-13,041
"aviação";-2,67;2,67
"aury";-2,67;2,67
"auf";-2,077;2,077
"atribuível";-3,56;3,56
"atração";-1,439;1,439
"assimétrico";-3,56;3,56
"ascon";18,934;-18,934
"arquiteto";-1,439;1,439
"armação";9,78;-9,78
"armando";0,01;-0,01
"armada";-3,56;3,56
"arestos";13,041;-13,041
"arendt";-1,439;1,439
"apropriar";-3,56;3,56
"anulatório";-2,967;2,967
"angular";-3,56;3,56
"angariar";-3,56;3,56
"anencéfalo";21,658;-21,658
"amostragem";-1,439;1,439
"amenizar";-3,56;3,56
"amar";-3,56;3,56
"alvedrio";-0,263;0,263
"alvaro";-1,483;1,483
"alessandra";-0,89;0,89
"aldir";32,182;-32,182
"airr";5,003;-5,003
"aflitivo";-3,56;3,56
"afetivo";-3,56;3,56
"afazer";-3,56;3,56
"adiantado";0,743;-0,743
"adepto";-3,56;3,56
"abrasce";15,373;-15,373
"abater";-3,56;3,56
"abastecer";-1,439;1,439
"zoológico";-3,264;3,264
"without";-1,483;1,483
"wendell";-1,185;1,185
"watch";-1,78;1,78
"voluntarismo";-3,264;3,264
"voluntariedade";-3,264;3,264
"viário";-3,264;3,264
"vitimologia";-2,967;2,967
"visualização";-3,264;3,264
"vingança";-3,264;3,264
"vigoroso";-1,185;1,185
"vigiar";-3,264;3,264
"vicissitude";-3,264;3,264
"viabilizador";-3,264;3,264
"vetorial";-2,967;2,967
"vergonha";-3,264;3,264
"vergastar";1,134;-1,134
"vapor";-3,264;3,264
"valente";-0,89;0,89
"universitaires";-2,967;2,967
"universalizar";-3,264;3,264
"unificação";-3,264;3,264
"ufpa";-0,89;0,89
"uex";-3,264;3,264
"tênue";-3,264;3,264
"turquia";-3,264;3,264
"transparecer";0,12;-0,12
"transacionar";-3,264;3,264
"tombar";-3,264;3,264
"titularizadas";-3,264;3,264
"terminológico";-0,706;0,706
"suécia";-0,94;0,94
"supervia";-3,264;3,264
"superposição";-0,94;0,94
"superlativo";-3,264;3,264
"sufragar";15,492;-15,492
"sucumbencial";-0,138;0,138
"subteto";1,134;-1,134
"subsidiado";-3,264;3,264
"subsequentemente";-1,185;1,185
"subida";-1,185;1,185
"subgrupo";-0,138;0,138
"spu";-2,67;2,67
"sociologia";-2,967;2,967
"situacao";-0,89;0,89
"sintomático";-0,138;0,138
"sinergia";-3,264;3,264
"sinbracom";-1,187;1,187
"sih";-2,967;2,967
"sigla";-3,264;3,264
"sf";-2,67;2,67
"sentinela";-3,264;3,264
"seminal";-1,185;1,185
"sbdi";-0,138;0,138
"sarampo";-2,967;2,967
"sabedoria";-3,264;3,264
"sabedor";-3,264;3,264
"rélio";37,081;-37,081
"rodapé";-3,264;3,264
"rjet";-3,264;3,264
"revertê";28,854;-28,854
"revelação";-3,264;3,264
"retroagir";-3,264;3,264
"ressuscitar";1,134;-1,134
"respe";6,252;-6,252
"research";-1,483;1,483
"report";-1,78;1,78
"repente";-2,967;2,967
"render";0,12;-0,12
"religious";-1,78;1,78
"refazer";-3,264;3,264
"redutor";-1,185;1,185
"reducao";-2,67;2,67
"recorrentemente";-3,264;3,264
"reconstruir";-0,138;0,138
"reajustamento";-2,967;2,967
"reagir";-3,264;3,264
"rancho";-1,187;1,187
"quartel";-3,264;3,264
"quadrilha";-2,67;2,67
"punível";-2,967;2,967
"pudor";-3,264;3,264
"psl";26,967;-26,967
"protagonista";-3,264;3,264
"proporcionado";-1,185;1,185
"prolongar";-2,967;2,967
"pressionar";-3,264;3,264
"presses";-2,967;2,967
"predial";-3,264;3,264
"preconceituoso";-3,264;3,264
"preamar";-3,264;3,264
"plêiade";-3,264;3,264
"plácido";-3,264;3,264
"planalto";-2,373;2,373
"petrolífero";-3,264;3,264
"pesqueiro";-2,077;2,077
"pedagogia";-2,967;2,967
"pcr";-2,077;2,077
"pastagem";-2,67;2,67
"particularizar";-1,185;1,185
"parafrasear";-1,185;1,185
"papa";-2,967;2,967
"pandemic";-1,78;1,78
"paleontológico";-1,185;1,185
"ouvidoria";-2,967;2,967
"others";-1,78;1,78
"osasco";0,186;-0,186
"ortografia";-3,264;3,264
"nário";21,658;-21,658
"ntos";-2,67;2,67
"mágico";-0,94;0,94
"mundialmente";-3,264;3,264
"multicitada";0,287;-0,287
"monofásico";-3,264;3,264
"modernidade";-3,264;3,264
"mira";-0,94;0,94
"melhoramento";-3,264;3,264
"materia";-1,483;1,483
"matemática";-3,264;3,264
"massacre";-2,967;2,967
"mann";-3,264;3,264
"maltratar";-3,264;3,264
"maduro";4,169;-4,169
"mac";-0,89;0,89
"léxico";-3,264;3,264
"longamente";3,177;-3,177
"long";-2,077;2,077
"london";-2,67;2,67
"limonad";-3,264;3,264
"limitativo";-2,373;2,373
"licitatórios";-3,264;3,264
"libertad";-2,373;2,373
"lessa";-1,187;1,187
"lente";-3,264;3,264
"leniência";-3,264;3,264
"lava";-3,264;3,264
"latente";1,134;-1,134
"lança";-3,264;3,264
"lando";-3,264;3,264
"kimel";-3,264;3,264
"justrabalhista";-0,138;0,138
"judicium";-3,264;3,264
"jeito";-3,264;3,264
"izabella";-0,89;0,89
"itr";-2,967;2,967
"itinerante";-1,185;1,185
"irrisório";-3,264;3,264
"intersetoriais";-1,185;1,185
"interlocutor";-1,185;1,185
"intelecção";1,134;-1,134
"int";-1,483;1,483
"insubsistente";10,356;-10,356
"inspecionar";-3,264;3,264
"inseparável";-3,264;3,264
"insatisfação";0,12;-0,12
"inominado";3,177;-3,177
"inofensivo";-3,264;3,264
"infringência";-3,264;3,264
"indução";-3,264;3,264
"induvidoso";-3,264;3,264
"indultado";-3,264;3,264
"inconsequente";-3,264;3,264
"incoerência";-3,264;3,264
"inações";-3,264;3,264
"imprestável";-3,264;3,264
"imperar";-3,264;3,264
"impactará";-3,264;3,264
"imbricar";-0,94;0,94
"imaginário";-3,264;3,264
"ilegimitidade";37,081;-37,081
"iddd";6,252;-6,252
"icm";-3,264;3,264
"ica";-0,293;0,293
"ibram";12,428;-12,428
"house";-1,187;1,187
"honrado";-2,967;2,967
"homofóbica";-2,967;2,967
"higienização";-3,264;3,264
"hecia";30,338;-30,338
"haddad";-1,185;1,185
"grito";-1,185;1,185
"gm";-2,967;2,967
"glosar";-3,264;3,264
"globalização";-3,264;3,264
"giuffrè";-0,89;0,89
"gerência";-3,264;3,264
"gerente";1,134;-1,134
"gen";-3,264;3,264
"gdf";-1,185;1,185
"gasoso";-3,264;3,264
"gary";-2,67;2,67
"garantismo";-3,264;3,264
"frisado";-1,185;1,185
"fricção";-3,264;3,264
"frete";-3,264;3,264
"françois";-1,483;1,483
"folga";-3,264;3,264
"fnsp";-3,264;3,264
"florestamento";-3,264;3,264
"fiss";-2,967;2,967
"fisionomia";-3,264;3,264
"finalístico";-1,185;1,185
"filme";-2,967;2,967
"fertilizante";-2,67;2,67
"feitura";-3,264;3,264
"faturamento";-3,264;3,264
"facere";-3,264;3,264
"exportar";-3,264;3,264
"exercicio";-0,138;0,138
"excepcionou";-3,264;3,264
"etnocídio";-3,264;3,264
"estruturalmente";-3,264;3,264
"estrato";-3,264;3,264
"estratagema";-3,264;3,264
"espécime";-1,185;1,185
"esforçar";-3,264;3,264
"esculpido";-1,185;1,185
"escravizar";-3,264;3,264
"escape";-3,264;3,264
"ernesto";-3,264;3,264
"equação";-3,264;3,264
"equador";-2,967;2,967
"entrante";-3,264;3,264
"engessamento";-3,264;3,264
"enforcement";-2,077;2,077
"encetar";-2,967;2,967
"encarar";-3,264;3,264
"emolumento";0,12;-0,12
"ementário";10,356;-10,356
"eletronicamente";-3,264;3,264
"eleitoreiro";-0,138;0,138
"elastecer";-1,185;1,185
"edv";37,081;-37,081
"during";-1,78;1,78
"drogaria";0,12;-0,12
"domesticar";-3,264;3,264
"distributivo";-3,264;3,264
"distorcido";-3,264;3,264
"dissolução";-3,264;3,264
"diocese";0,01;-0,01
"dilatar";-3,264;3,264
"despachar";-3,264;3,264
"desinfecção";-3,264;3,264
"desigualar";-3,264;3,264
"desespero";-3,264;3,264
"desequiparação";-3,264;3,264
"desenganadamente";-3,264;3,264
"descontrolado";-2,67;2,67
"descontar";-2,967;2,967
"desborda";-3,264;3,264
"desassombro";-3,264;3,264
"desaparecimento";-3,264;3,264
"desacompanhado";-1,185;1,185
"desabamento";-3,264;3,264
"depreciativo";-3,264;3,264
"dentista";-2,967;2,967
"densifica";-3,264;3,264
"deliberará";-3,264;3,264
"decoro";-1,185;1,185
"danielle";-0,706;0,706
"cura";-3,264;3,264
"cozinha";-3,264;3,264
"costituzionale";-0,89;0,89
"corretor";1,134;-1,134
"corredor";-1,185;1,185
"coronavac";-3,264;3,264
"corar";-2,373;2,373
"contíguo";-3,264;3,264
"confidencial";-3,264;3,264
"completude";-1,185;1,185
"colmatar";-3,264;3,264
"coativo";-3,264;3,264
"cms";-1,483;1,483
"cirurgião";-2,967;2,967
"cir";-0,89;0,89
"chefiar";-3,264;3,264
"cerceado";-3,264;3,264
"castigo";-3,264;3,264
"cassado";1,134;-1,134
"carioca";-2,967;2,967
"carecedor";1,134;-1,134
"carceragem";-3,264;3,264
"capitular";-3,264;3,264
"cansar";-1,185;1,185
"canaris";-2,67;2,67
"canalizar";-2,967;2,967
"campeonato";-3,264;3,264
"caerd";-0,138;0,138
"cachoeira";-1,483;1,483
"bryde";-3,264;3,264
"brincar";-0,138;0,138
"brasilia";4,658;-4,658
"borracha";-2,967;2,967
"book";-3,264;3,264
"boaventura";0,02;-0,02
"bicameralismo";-0,94;0,94
"beira";-2,67;2,67
"barbalho";-1,185;1,185
"bape";-2,077;2,077
"balanceamento";-3,264;3,264
"avizinhar";-0,138;0,138
"avalanche";-3,264;3,264
"aval";-3,264;3,264
"autenticidade";-2,967;2,967
"assustador";-3,264;3,264
"assomar";-1,185;1,185
"assinado";-3,264;3,264
"assecuratória";-3,264;3,264
"arrependimento";-0,138;0,138
"arrecadador";-1,185;1,185
"armazenagem";-3,264;3,264
"argüente";28,854;-28,854
"anulatórias";-3,264;3,264
"antijurídico";-0,138;0,138
"anormal";-3,264;3,264
"anomalia";-3,264;3,264
"angústia";-3,264;3,264
"anderson";-1,185;1,185
"anacrim";9,246;-9,246
"amplificar";-1,185;1,185
"amir";-3,264;3,264
"ameça";-3,264;3,264
"ambíguo";-3,264;3,264
"alugar";-2,967;2,967
"als";0,01;-0,01
"aliviar";-3,264;3,264
"alhures";0,12;-0,12
"alegria";-1,185;1,185
"afrontado";-3,264;3,264
"acúmulo";-2,967;2,967
"acostada";3,177;-3,177
"abruc";-1,78;1,78
"abraham";-3,264;3,264
"abertamente";-1,185;1,185
"abastado";-3,264;3,264
"24h";-2,373;2,373
"00h00";30,338;-30,338
"ínterim";-0,047;0,047
"ência";-0,94;0,94
"árido";-2,373;2,373
"árduo";-2,967;2,967
"xxxix";-2,967;2,967
"way";-1,483;1,483
"vértice";-0,94;0,94
"válvula";-2,967;2,967
"vulto";-2,967;2,967
"vulneram";0,287;-0,287
"vistor";4,169;-4,169
"visitante";-0,706;0,706
"virtuoso";-0,94;0,94
"vila";-0,94;0,94
"veloso";0,287;-0,287
"varela";-0,023;0,023
"valmir";3,26;-3,26
"ura";1,583;-1,583
"universalmente";-2,967;2,967
"univaja";0,372;-0,372
"ufu";-1,78;1,78
"ude";-2,967;2,967
"trigueiro";-2,967;2,967
"treinar";-2,967;2,967
"transsexuais";-0,89;0,89
"transportá";-2,967;2,967
"transportado";-2,967;2,967
"transgenitalização";-2,967;2,967
"traidor";-2,077;2,077
"tona";-2,967;2,967
"togado";-2,967;2,967
"tocqueville";-2,967;2,967
"tessitura";-2,967;2,967
"terapeuta";0,02;-0,02
"teoricamente";0,02;-0,02
"tencionar";-2,967;2,967
"temporalmente";4,169;-4,169
"tempestividade";18,493;-18,493
"tecnos";-2,967;2,967
"system";-1,187;1,187
"surpreendido";-2,967;2,967
"surpreendente";-2,373;2,373
"suplência";-2,67;2,67
"superávit";-2,967;2,967
"superá";-2,967;2,967
"superintendente";-2,967;2,967
"sumulado";0,287;-0,287
"subsumíveis";-2,967;2,967
"so";-0,89;0,89
"situac";3,335;-3,335
"sinalagmática";-2,967;2,967
"similaridade";0,557;-0,557
"sich";-1,187;1,187
"sg";-0,94;0,94
"servidão";-2,967;2,967
"sera";0,02;-0,02
"sequencial";-0,047;0,047
"sentado";-2,67;2,67
"seguidor";-2,967;2,967
"secundar";7,81;-7,81
"secretamente";-2,967;2,967
"sdh";-2,373;2,373
"sda";-0,94;0,94
"school";-1,483;1,483
"schneider";-1,483;1,483
"saxônica";-2,967;2,967
"satírico";-2,967;2,967
"sanear";-2,967;2,967
"sanatória";-2,967;2,967
"salubre";-0,94;0,94
"salgado";-0,023;0,023
"saj";-0,488;0,488
"sabença";-2,967;2,967
"ruído";-0,047;0,047
"rodriguez";-0,131;0,131
"robótico";-2,67;2,67
"revisitação";1,661;-1,661
"reverenciar";-0,047;0,047
"revenda";-2,967;2,967
"retaliação";-2,967;2,967
"rescisórios";33,71;-33,71
"repiso";-0,047;0,047
"repetidamente";-0,047;0,047
"reorganizar";-2,67;2,67
"rené";-2,67;2,67
"renovo";25,534;-25,534
"remediar";-0,002;0,002
"reitoria";-2,967;2,967
"reintrodução";-0,002;0,002
"refratário";-2,967;2,967
"referendodécima";26,967;-26,967
"reduto";-2,967;2,967
"redundante";-0,94;0,94
"redacional";-2,967;2,967
"recriação";-2,67;2,67
"reconstrução";-2,967;2,967
"recebê";2,372;-2,372
"reassentamento";-2,967;2,967
"reaparelhamento";-2,967;2,967
"realizá";-2,967;2,967
"rcn";-2,373;2,373
"radioelétrico";-2,967;2,967
"quantificar";-2,967;2,967
"purificação";-2,077;2,077
"pureza";-2,67;2,67
"psicossocial";-2,967;2,967
"protelatório";33,71;-33,71
"promissor";-2,967;2,967
"profissionalização";-2,967;2,967
"prison";-1,483;1,483
"principiológico";-0,94;0,94
"principiológica";-0,94;0,94
"prescindível";1,661;-1,661
"premiado";-2,967;2,967
"prelecionar";-0,94;0,94
"precipitado";-0,047;0,047
"pragmatismo";-2,967;2,967
"politics";-2,077;2,077
"polissêmico";-2,967;2,967
"pluralização";-2,967;2,967
"plantação";-2,373;2,373
"piirc";-0,047;0,047
"peste";-2,67;2,67
"persona";-1,187;1,187
"persecutio";-2,967;2,967
"percalço";-2,967;2,967
"penúltimo";0,557;-0,557
"penoso";-2,967;2,967
"patrono";-0,94;0,94
"patronato";-2,967;2,967
"patentemente";-0,047;0,047
"parental";-2,967;2,967
"parede";-2,967;2,967
"parecido";-2,967;2,967
"paramento";-2,967;2,967
"paolo";-2,67;2,67
"panamá";-2,67;2,67
"overruling";-0,002;0,002
"oscar";-0,706;0,706
"oportunize";-2,967;2,967
"opiniao";-1,187;1,187
"off";-1,483;1,483
"oder";-2,077;2,077
"ocde";-2,967;2,967
"obsoleto";-2,967;2,967
"observável";-2,077;2,077
"normatizada";-0,94;0,94
"niño";-2,967;2,967
"ninar";-2,373;2,373
"neutralização";-0,047;0,047
"national";-2,373;2,373
"nariz";-2,967;2,967
"narcotraficante";-2,967;2,967
"munir";-2,967;2,967
"multifacetado";-2,967;2,967
"monte";-0,89;0,89
"montar";-2,967;2,967
"modificá";-0,047;0,047
"misturar";-2,967;2,967
"miríade";-2,967;2,967
"minuciosamente";-0,94;0,94
"miliciano";-2,67;2,67
"meridiano";-1,483;1,483
"mensurar";-2,967;2,967
"memorando";-2,67;2,67
"medula";-2,967;2,967
"mdh";-0,023;0,023
"margarita";-2,967;2,967
"malícia";-2,967;2,967
"malfadado";-2,967;2,967
"maestria";-2,967;2,967
"lúcido";4,169;-4,169
"lócus";-0,94;0,94
"luva";-2,967;2,967
"lusófono";-2,967;2,967
"luciane";-0,89;0,89
"lionço";-2,67;2,67
"linearmente";-0,94;0,94
"leitão";5,446;-5,446
"legitimatio";33,71;-33,71
"legislative";-1,483;1,483
"legem";-2,373;2,373
"lauda";0,557;-0,557
"lanfredi";-2,967;2,967
"landsat";-2,967;2,967
"lamentar";-2,967;2,967
"ladeira";9,78;-9,78
"lacp";7,81;-7,81
"kennedy";-2,67;2,67
"juspodivm";-2,967;2,967
"judeu";-0,94;0,94
"jabuticaba";-2,967;2,967
"irrepetibilidade";12,584;-12,584
"ipca";-0,94;0,94
"inácio";3,905;-3,905
"intertemporal";-2,67;2,67
"interstício";-2,67;2,67
"interregno";-2,967;2,967
"intermediar";-2,967;2,967
"interceptação";-2,967;2,967
"inteligente";-0,94;0,94
"instaurarão";-2,967;2,967
"insindicabilidade";0,287;-0,287
"inquietar";-2,967;2,967
"inocorrente";-0,047;0,047
"inibição";-0,94;0,94
"infralegalismo";-2,967;2,967
"infiel";-2,967;2,967
"infidelidade";-2,967;2,967
"inexequível";-2,967;2,967
"individualismo";-2,967;2,967
"indigitar";-2,967;2,967
"incrível";-0,94;0,94
"inconsistente";-0,047;0,047
"inconformidade";-2,967;2,967
"incompreensão";-0,94;0,94
"incognoscível";5,446;-5,446
"incidenter";12,584;-12,584
"impraticável";-0,047;0,047
"imperiosidade";-2,967;2,967
"imperfeito";-2,67;2,67
"impassível";-0,94;0,94
"ilhéu";-2,67;2,67
"il";-2,967;2,967
"idp";-0,293;0,293
"ida";-2,967;2,967
"ibrahim";3,905;-3,905
"horbach";-0,89;0,89
"honorar";-2,967;2,967
"homossexualidade";-0,94;0,94
"holístico";4,169;-4,169
"hegemonia";-2,967;2,967
"hashtag";-2,373;2,373
"grato";-2,67;2,67
"gg";-2,67;2,67
"gender";-2,077;2,077
"gargarella";-2,67;2,67
"galdino";-1,483;1,483
"gadelha";13,483;-13,483
"fértil";-2,967;2,967
"friedrich";-2,077;2,077
"francis";-0,89;0,89
"fragmentar";-2,967;2,967
"foundations";-1,483;1,483
"formatação";-0,94;0,94
"flávia";-2,67;2,67
"fisioterapia";-2,967;2,967
"financiador";-2,967;2,967
"filmar";-2,967;2,967
"fidalgo";-2,967;2,967
"fes";-2,967;2,967
"ferrer";-0,488;0,488
"feitio";4,169;-4,169
"fdd";-2,967;2,967
"fda";-2,373;2,373
"fbasd";18,934;-18,934
"fascista";-2,967;2,967
"faoro";-2,967;2,967
"fala";4,169;-4,169
"fabrício";-0,89;0,89
"exterminar";-2,967;2,967
"extemporaneidade";7,81;-7,81
"exponencialmente";-0,94;0,94
"exploratório";-2,967;2,967
"excepção";-2,967;2,967
"excepcionada";-2,967;2,967
"examiná";-0,047;0,047
"exacerbar";-0,94;0,94
"esvaziado";-0,94;0,94
"estuprar";-2,967;2,967
"estuarino";-2,67;2,67
"espeleológico";-2,67;2,67
"espantalho";-2,967;2,967
"espacialidade";-2,967;2,967
"escalão";-0,706;0,706
"equânime";-2,967;2,967
"enfocar";-0,047;0,047
"endêmico";-0,94;0,94
"empurrar";-2,967;2,967
"empenhar";-2,967;2,967
"embriaguez";-2,967;2,967
"elucubração";-2,967;2,967
"elastecimento";-0,94;0,94
"eivado";1,661;-1,661
"efetivem";-2,967;2,967
"dório";-2,967;2,967
"drenagem";-2,67;2,67
"divisa";-0,94;0,94
"diversão";-2,67;2,67
"diritto";-2,67;2,67
"diplomar";-0,94;0,94
"diligenciar";-2,373;2,373
"desviante";-2,967;2,967
"deslegitimar";-2,967;2,967
"descrédito";-2,967;2,967
"descredenciamento";12,584;-12,584
"desconforme";-2,967;2,967
"descoberto";-2,967;2,967
"descentralizador";-2,967;2,967
"descabendo";-2,967;2,967
"desacreditar";-2,967;2,967
"desabrigar";-2,967;2,967
"desabilitar";-2,967;2,967
"depressão";-2,967;2,967
"denegando";4,169;-4,169
"democratizar";-2,967;2,967
"demo";-2,67;2,67
"default";-0,89;0,89
"dedo";-2,967;2,967
"decisao";1,661;-1,661
"damares";-1,483;1,483
"curiosamente";-0,94;0,94
"culpabilização";-2,967;2,967
"criador";-0,047;0,047
"cpm";0,02;-0,02
"cortez";0,01;-0,01
"correligionário";-2,967;2,967
"coreia";-2,967;2,967
"contrassenso";-2,967;2,967
"continuado";-2,967;2,967
"contag";-2,077;2,077
"constitutionalism";-1,187;1,187
"const";-2,967;2,967
"consorciar";-0,89;0,89
"conserto";-2,967;2,967
"conquistado";-2,967;2,967
"congress";-0,706;0,706
"conceituar";-0,706;0,706
"conass";-1,483;1,483
"comprar";-2,967;2,967
"compadecer";-0,94;0,94
"comissariado";-2,967;2,967
"cominação";-2,967;2,967
"comer";-2,67;2,67
"colonizador";-2,967;2,967
"coletar";-0,94;0,94
"colarinho";-2,967;2,967
"colacionada";-0,94;0,94
"codificação";-2,967;2,967
"coase";-2,67;2,67
"cnti";12,317;-12,317
"cnea";-2,967;2,967
"cm";-2,967;2,967
"ciúme";-2,967;2,967
"chocante";-2,967;2,967
"chilling";-0,94;0,94
"chi";-1,483;1,483
"charles";-1,483;1,483
"cgiirc";-2,967;2,967
"cgfis";-2,67;2,67
"cfrb";-2,967;2,967
"cfr";-2,967;2,967
"cepa";-2,373;2,373
"cavalo";-0,89;0,89
"categorização";-2,967;2,967
"categorizado";-2,967;2,967
"castilho";-0,131;0,131
"carimbado";-2,967;2,967
"camaçari";-0,89;0,89
"calúnia";-2,967;2,967
"calcar";-0,94;0,94
"bônus";-2,967;2,967
"bockmann";-1,187;1,187
"biden";-2,077;2,077
"bbc";-2,077;2,077
"bandido";-2,077;2,077
"balizamento";-2,967;2,967
"badaró";-1,483;1,483
"avocar";-2,967;2,967
"aversão";-2,967;2,967
"avaliá";-2,967;2,967
"autorizadoras";-0,047;0,047
"autocracia";-1,187;1,187
"auspício";-2,967;2,967
"audição";-2,967;2,967
"ats";-2,967;2,967
"atacadista";-0,89;0,89
"arsenal";-0,94;0,94
"apyterewa";-0,023;0,023
"apelar";-2,67;2,67
"apartheid";-2,67;2,67
"apagar";-2,967;2,967
"apac";-2,67;2,67
"anualidade";-2,967;2,967
"antropológico";-2,967;2,967
"aniversário";0,557;-0,557
"andréa";-1,187;1,187
"andrew";-0,293;0,293
"ancilar";0,287;-0,287
"analista";-2,67;2,67
"amante";-2,967;2,967
"alinhado";-2,967;2,967
"ajuntamento";-2,967;2,967
"aije";-2,967;2,967
"agrônomo";-0,94;0,94
"agasalhar";-2,67;2,67
"africar";-1,483;1,483
"adulterar";-2,077;2,077
"adição";-0,94;0,94
"adaptá";-2,967;2,967
"acompanhante";-2,967;2,967
"acompanhado";-0,047;0,047
"acertadamente";-2,67;2,67
"acemoglu";-2,67;2,67
"abrandamento";-0,94;0,94
